"id_klienta"	"imie"	"nazwisko"	"prefix_nip"	"NIP"	"wojewodztwo"	"kod"	"miejscowosc"	"ulica"	"nr_domu"
"KoRy2690"	"Kordula"	"Ryniejski"	218	"218-276-71-73"	"warminsko-mazurskie"	"32-340"	"Przemysl"	"ul. Badestinusa Jerzego (Ksiedza Jerzego Badestinusa)"	19
"KoSe19134"	"Konrad"	"Selmerowska"	961	"961-932-66-92"	"opolskie"	"66-440"	"Miechow"	"Al. Wyzwolenia"	24
"KoSt7910"	"Konradyna"	"Straha"	454	"454-596-18-410"	"warminsko-mazurskie"	"87-602"	"Chrapowo"	"ul. Aliancka"	81
"KoSz11978"	"Kordula"	"Szarmanski"	638	"638-549-64-65"	"podlaskie"	"61-478"	"Skladziste"	"Rynek Rynek"	121
"KoWa15927"	"Konstancja"	"Wanasz"	816	"816-679-95-34"	"opolskie"	"51-616"	"Zemborzyce Dolne"	"ul. Andersa Wladyslawa (Generala Wladyslawa Andersa)"	143
"KoWi13539"	"Kolombina"	"Wiehrowska"	711	"711-412-49-85"	"warminsko-mazurskie"	"97-350"	"Katowice"	"Al. Armii Ludowej"	35
"KrBe14059"	"Krystian"	"Berganski"	734	"734-717-94-76"	"slaskie"	"73-115"	"Wolka leczeszycka"	"Al. 3 Maja"	23
"KrBi2481"	"Krystyna"	"Biszczan"	208	"208-969-61-310"	"wielkopolskie"	"19-213"	"Radom"	"Pl. Armii Krajowej"	25
"KrBl19304"	"Krzesislawa"	"Blizniakowska"	968	"968-967-35-91"	"mazowieckie"	"11-220"	"Krakow"	"ul. Bacha Jana Sebastiana"	11
"KrFi12771"	"Kryspina"	"Fiszgala"	674	"674-396-94-77"	"mazowieckie"	"43-190"	"Dabrowa Gornicza"	"Al. Kosciuszki Tadeusza"	65
"KrFr246"	"Krzesislaw"	"Francica"	111	"111-796-71-110"	"zachodniopomorskie"	"62-541"	"Buczkow"	"ul. Armii Krajowej"	122
"KrGa3368"	"Krystyna"	"Gatter"	247	"247-287-81-94"	"warminsko-mazurskie"	"43-370"	"Szczecin"	"Pl. Lecha"	103
"KrGl10757"	"Krystyn"	"Glanec"	584	"584-464-85-73"	"slaskie"	"30-376"	"Przemysl"	"ul. 11 Listopada"	32
"KrHe8387"	"Krystyna"	"Herosimczuk"	476	"476-557-33-98"	"warminsko-mazurskie"	"85-791"	"Laskowszczyzna"	"ul. Astronomiczna"	114
"KrKr11160"	"Kryspin"	"Krzepilko"	602	"602-484-87-85"	"slaskie"	"44-203"	"Warszawa"	"ul. Barcicka"	136
"KrKr1478"	"Kryspina"	"Krela"	166	"166-284-35-48"	"pomorskie"	"04-343"	"Hipolitow"	"Rynek Rynek"	112
"KrNi2061"	"Krzysztofa"	"Niarychla"	191	"191-994-99-70"	"zachodniopomorskie"	"60-129"	"Wloclawek"	"ul. Alojzjanow"	126
"KrOb2460"	"Krystian"	"Obadowski"	208	"208-179-91-25"	"dolnoslaskie"	"56-100"	"Bialystok"	"Droga Kujawska"	73
"KrPa15108"	"Krzysztofa"	"Patkaniowski"	781	"781-118-33-34"	"dolnoslaskie"	"96-500"	"Tanowo"	"ul. Barlickiego"	70
"KrRo7283"	"Krystiana"	"Rossman"	424	"424-555-24-73"	"slaskie"	"59-220"	"Juszczyna"	"Al. Pokoju"	70
"KrWa1682"	"Krzesislawa"	"Walecikiewicz"	175	"175-852-18-90"	"lubelskie"	"00-419"	"Niezychowko"	"Szosa Bydgoska"	26
"KsBu17719"	"Ksenofont"	"Butzlaw"	896	"896-248-33-36"	"slaskie"	"33-380"	"Warszawa"	"Pl. Zamkowy"	64
"KsCh13208"	"Ksawery"	"Charab"	694	"694-957-54-71"	"podlaskie"	"26-617"	"Krotoszyn"	"ul. Baltycka"	1
"KsDo15001"	"Ksenofont"	"Doniziak"	775	"775-731-81-15"	"mazowieckie"	"87-810"	"Gdynia"	"Droga Pomorska"	90
"KsGi13302"	"Ksawery"	"Gierzban"	699	"699-214-69-35"	"swietokrzyskie"	"59-200"	"Ruda slaska"	"Pl. Wolnosci"	60
"KsKo5459"	"Ksymena"	"Koluczek"	343	"343-995-58-39"	"slaskie"	"44-105"	"Zielona Gora"	"Pl. Brama Portowa"	42
"KsOb12418"	"Ksenia"	"Oberbek"	657	"657-753-13-67"	"pomorskie"	"70-646"	"Domaradz"	"ul. Arciszewskiego Krzysztofa"	100
"KuGa5387"	"Kurt"	"Gausel"	339	"339-963-46-48"	"mazowieckie"	"31-420"	"Warszawa"	"Pl. Grunwaldzki"	34
"KuSt3118"	"Kunegunda"	"Stundzik"	237	"237-277-44-72"	"mazowieckie"	"39-225"	"Rzeszow"	"Pl. Brama Portowa"	14
"KwBr19898"	"Kwiryn"	"Breditzka"	995	"995-797-38-16"	"swietokrzyskie"	"43-602"	"Czerwionka-Leszczyny"	"Stacja Metra Marymont"	24
"KwGo14248"	"Kwiryna"	"Golmento"	742	"742-777-56-48"	"lodzkie"	"80-392"	"Chalupki"	"Al. Kochanowskiego Jana"	74
"Kwla1009"	"Kwiryn"	"lapczanski"	146	"146-217-69-75"	"lodzkie"	"41-810"	"Poznan"	"Pl. Zbawiciela"	43
"KwPa5394"	"Kwiryna"	"Papiorak"	341	"341-385-91-110"	"wielkopolskie"	"62-610"	"Korytowo"	"Pl. Zamkowy"	17
"LaBa12616"	"Laurentyna"	"Balawendor"	667	"667-323-44-88"	"podkarpackie"	"87-620"	"Rogienice Wielkie"	"Al. Jana Pawla II"	39
"LaDo17101"	"Laurentyna"	"Dolgorucka"	868	"868-719-39-98"	"slaskie"	"85-790"	"Bykowo"	"ul. Antyczna"	125
"LaFe10608"	"Lambert"	"Felich"	577	"577-232-75-48"	"lodzkie"	"21-560"	"Koziminy-Stachowo"	"Al. Legionow"	28
"LaKa8924"	"Laura"	"Karius"	501	"501-752-32-54"	"warminsko-mazurskie"	"32-060"	"Repki"	"Al. Powstancow Wielkopolskich"	94
"LaKl11142"	"Laza"	"Klosok"	601	"601-939-59-810"	"malopolskie"	"19-404"	"Dabrowka"	"ul. A2"	134
"LaKo2233"	"Lambert"	"Kocanda"	198	"198-555-35-45"	"slaskie"	"30-499"	"Budzyn"	"Pl. Jana"	32
"laMe4356"	"lazarz"	"Mergiel"	293	"293-133-74-64"	"lodzkie"	"85-792"	"Kopaliny"	"Os. Zgody"	63
"laSa6551"	"lazarz"	"Saudzinska"	391	"391-873-49-64"	"lubelskie"	"06-450"	"Choiny"	"Skw. Kotowicza Jana Stefana (Pulkownika Jana Stefana Kotowicza)"	68
"laSe14327"	"lazarz"	"Seftel"	746	"746-747-17-71"	"wielkopolskie"	"30-694"	"Milosna"	"Al. Prymasa Tysiaclecia"	152
"laSi17112"	"ladyslaw"	"Siemienianko"	868	"868-971-91-20"	"wielkopolskie"	"97-319"	"Gozdowiec"	"Al. Wielkopolska"	4
"laUs3919"	"lazarz"	"Uscislowicz"	274	"274-136-65-710"	"swietokrzyskie"	"20-801"	"Czarnkow"	"ul. 1 Maja"	56
"LaWa13971"	"Laurentyna"	"Wakl"	731	"731-287-11-68"	"lodzkie"	"43-262"	"Poznan"	"ul. Baczynskiego Krzysztofa Kamila"	126
"LeAn2482"	"Lew"	"Andrak"	209	"209-155-66-25"	"wielkopolskie"	"35-010"	"lapy"	"Rynek Rynek"	89
"LeBa5939"	"Lechoslaw"	"Bacum"	363	"363-794-85-38"	"swietokrzyskie"	"37-740"	"Buk"	"Al. Niepodleglosci"	143
"LeBe9031"	"Leander"	"Bezglembuk"	505	"505-765-78-25"	"podkarpackie"	"91-074"	"Poznan"	"ul. 3 Maja"	12
"LeBr15374"	"Lena"	"Bronkiewicz"	792	"792-146-89-25"	"dolnoslaskie"	"46-200"	"Borkowice"	"Os. Kolorowe"	30
"LeBz15436"	"Lea"	"Bzdulski"	794	"794-816-64-110"	"kujawsko-pomorskie"	"49-340"	"Olkusz"	"Os. Ligasy"	148
"LeCh11168"	"Lechoslawa"	"Cheleniak"	602	"602-597-82-60"	"mazowieckie"	"88-230"	"Prezyna"	"Pl. Mazurski"	2
"LeDr18756"	"Leoncjusz"	"Drozdur"	944	"944-713-74-90"	"wielkopolskie"	"75-801"	"Owczary"	"Skw. 3 Batalionu Pancernego AK Golski"	91
"LeDz8654"	"Leopold"	"Dzwiniel"	489	"489-365-82-52"	"warminsko-mazurskie"	"27-600"	"Koszoly"	"ul. Axentowicza Teodora"	76
"LeFa10650"	"Lea"	"Fausek"	578	"578-828-54-27"	"wielkopolskie"	"22-304"	"Bydgoszcz"	"Pl. Koczego Leona"	98
"LeFe6058"	"Leonid"	"Ferberg"	369	"369-194-12-66"	"dolnoslaskie"	"82-100"	"Zwonowice"	"ul. Albatrosa"	72
"LeGi7383"	"Leopard"	"Gilnicz"	428	"428-942-49-410"	"dolnoslaskie"	"23-145"	"Ciborz"	"ul. 3 Maja"	89
"LeGr8446"	"Leopard"	"Gramen"	478	"478-761-49-11"	"mazowieckie"	"97-438"	"Gdansk"	"ul. Abramowicza Adama (Ksiedza Adama Abramowicza)"	71
"LeIn610"	"Leonarda"	"Indiasz"	126	"126-851-11-57"	"opolskie"	"31-126"	"Warszawa"	"Pl. Evry"	145
"LeJe5769"	"Leonid"	"Jenrolik"	356	"356-551-45-97"	"mazowieckie"	"97-570"	"Krakow"	"ul. Barbary"	65
"LeKu11307"	"Leontyna"	"Kurcianowska"	608	"608-343-39-85"	"slaskie"	"08-410"	"Zamoscie-Kolonia"	"ul. Alpejska"	81
"LeLe4998"	"Leodegar"	"Lechuniak"	323	"323-194-38-90"	"lodzkie"	"26-080"	"Walentowo"	"Pl. Dabrowskiego Jana Henryka (Generala Jana Henryka Dabrowskiego)"	76
"LeLi2531"	"Leon"	"Linstaedt"	211	"211-977-12-38"	"mazowieckie"	"41-902"	"Tarnowskie Gory"	"Al. Jana Pawla II"	73
"LeMa1560"	"Lew"	"Maciwoda"	169	"169-883-55-72"	"zachodniopomorskie"	"22-235"	"Stanislawowo"	"Al. 1 Maja"	79
"LeMi18100"	"Leontyna"	"Miekowicz"	915	"915-111-87-810"	"zachodniopomorskie"	"71-177"	"Laseczno"	"Pl. Sloneczny"	79
"LeMu3544"	"Leopard"	"Musur"	257	"257-235-66-50"	"lodzkie"	"06-406"	"Mala"	"ul. Barbary"	25
"LeNa3990"	"Leszek"	"Naciuk"	276	"276-445-42-36"	"podkarpackie"	"01-432"	"Gieduty"	"Pl. Targ Sienny"	25
"LeOg14870"	"Leopolda"	"Ogorczak"	769	"769-646-65-73"	"pomorskie"	"05-071"	"sliwnica"	"ul. 15 Lutego"	104
"LePi10214"	"Leoncjusz"	"Piglak"	559	"559-463-14-15"	"kujawsko-pomorskie"	"99-200"	"Bialystok"	"ul. A6"	133
"LePi1092"	"Lea"	"Piepier"	149	"149-846-97-63"	"dolnoslaskie"	"38-213"	"Pradzew"	"ul. Augusta Stanislawa"	83
"LePl8921"	"Leopold"	"Pliwecka"	501	"501-586-87-610"	"malopolskie"	"87-806"	"Mikolow"	"ul. Armii Krajowej"	34
"LePr10848"	"Lew"	"Praworski"	587	"587-889-37-36"	"warminsko-mazurskie"	"05-850"	"Konopiska"	"Os. Sikorskiego Wladyslawa (Generala Wladyslawa Sikorskiego)"	86
"LeRa4950"	"Lenart"	"Rayss"	321	"321-354-91-910"	"mazowieckie"	"87-851"	"Opole"	"Pl. Walecznych"	148
"LeSz18231"	"Lewin"	"Szurgalewicz"	921	"921-749-94-56"	"podlaskie"	"10-280"	"Szustek"	"Pl. Witosa Wincentego"	113
"LeSz793"	"Leopoldyna"	"Sztalmierski"	135	"135-685-54-65"	"swietokrzyskie"	"27-530"	"Lublin"	"ul. Bacha"	83
"LeTa3104"	"Leonarda"	"Tadaszczak"	236	"236-873-33-66"	"wielkopolskie"	"30-611"	"Lublin"	"Pl. Kilinskiego Jana"	66
"LeWa710"	"Leonard"	"Walkuszewski"	131	"131-963-35-75"	"lodzkie"	"15-190"	"Poznan"	"Os. Zwyciestwa"	46
"LeWe10335"	"Lewin"	"Wesper"	564	"564-775-65-28"	"lubelskie"	"64-920"	"Ciechanow"	"Al. Wyzwolenia"	69
"lezy5175"	"lekomir"	"zymielo"	331	"331-549-86-67"	"malopolskie"	"41-813"	"lodz"	"Pl. Pokoju"	79
"Lezy8709"	"Leopoldyna"	"zychora"	492	"492-417-68-54"	"wielkopolskie"	"87-820"	"Wilczewo"	"Grobla Sienna"	142
"LiBa5958"	"Libert"	"Bajorynski"	364	"364-988-13-89"	"warminsko-mazurskie"	"42-208"	"Piatnica Wloscianska"	"Al. Pilsudskiego Jozefa"	144
"LiBe19945"	"Ligia"	"Beyza"	997	"997-432-25-33"	"mazowieckie"	"27-532"	"Warszawa"	"Os. Przyjazni"	134
"LiFr5452"	"Liza"	"Friedriszyk"	343	"343-752-96-53"	"dolnoslaskie"	"44-335"	"lodz"	"ul. Armii Krajowej"	38
"LiGe16426"	"Liwiusz"	"Gengiel"	837	"837-863-54-67"	"slaskie"	"75-007"	"Plosnia"	"Al. Niepodleglosci"	94
"LiKl14477"	"Liberat"	"Klejpa"	753	"753-542-66-14"	"podlaskie"	"83-251"	"Wroclaw"	"ul. Adwokacka"	76
"LiKr13039"	"Liza"	"Krasnik-Gorzelska"	686	"686-334-27-81"	"dolnoslaskie"	"98-200"	"Owiesno"	"ul. Armii Krajowej"	151
"LiKr1897"	"Ligia"	"Krukwa"	184	"184-811-78-10"	"kujawsko-pomorskie"	"44-310"	"Bukowina Bobrzanska"	"Droga Olchowa"	118
"LiLi9847"	"Liboriusz"	"Litsch"	542	"542-267-15-58"	"pomorskie"	"38-700"	"Borysik"	"Al. Na Skarpie"	153
"Lilo10160"	"Lilianna"	"loclega"	557	"557-211-56-17"	"opolskie"	"17-312"	"Krzymowskie"	"ul. Altanowa"	1
"LiMo3068"	"Liwiusz"	"Mogacka"	235	"235-636-65-910"	"mazowieckie"	"21-007"	"Wolka Wolyniecka"	"Os. Bohaterow II Wojny swiatowej"	121
"LiOl11601"	"Lilian"	"Oldek"	621	"621-833-86-610"	"wielkopolskie"	"35-509"	"Tulowice"	"ul. Aragonska"	134
"LiPa5757"	"Liliana"	"Pazdzierniok"	356	"356-182-76-78"	"dolnoslaskie"	"37-433"	"Gdansk"	"ul. Barona Jana"	111
"LiSw10286"	"Lilianna"	"Swaton"	562	"562-926-35-83"	"lubelskie"	"93-370"	"Bukowiec"	"Os. Belk"	142
"LoBo10450"	"Longinus"	"Bozarnik"	569	"569-631-57-84"	"podkarpackie"	"83-330"	"Pechratka Mala"	"ul. Akacjowa"	110
"LoBr11675"	"Longin"	"Brycko"	624	"624-669-29-70"	"slaskie"	"62-200"	"Gliwice"	"Al. Marcinkowskiego Jerzego"	126
"LoPr8945"	"Longina"	"Prylinski"	502	"502-444-16-23"	"lubelskie"	"38-406"	"Jaworzno"	"ul. Albanska"	149
"LoVi5778"	"Loda"	"Vinohradnik"	356	"356-765-12-81"	"podlaskie"	"31-998"	"Ruda slaska"	"Rynek Rynek"	145
"LoWa9521"	"Loda"	"Wasarzewska"	527	"527-582-13-310"	"wielkopolskie"	"93-249"	"Zawiercie"	"Al. Pilsudskiego Jozefa (Marszalka Jozefa Pilsudskiego)"	133
"LuAn12298"	"Lubor"	"Antonkowicz"	653	"653-211-79-87"	"swietokrzyskie"	"22-413"	"Mielno"	"ul. Apteczna"	17
"LuAr11789"	"Lucylla"	"Arendz"	629	"629-181-78-68"	"slaskie"	"63-760"	"leki Strzyzowskie"	"ul. Bankowa"	33
"LuAr19542"	"Ludmila"	"Aras"	979	"979-585-97-85"	"wielkopolskie"	"62-420"	"Kurnatowice"	"ul. Bankowcow"	87
"luBa16164"	"lucjan"	"Bachleda zarski"	826	"826-437-85-84"	"dolnoslaskie"	"83-250"	"Olesin"	"ul. Banachiewicza Tadeusza"	36
"LuBu4015"	"Lucjol"	"Burdzak"	277	"277-511-38-52"	"slaskie"	"14-420"	"Gdynia"	"ul. Architektow"	80
"LuCz733"	"Lucja"	"Czylwa"	132	"132-653-61-310"	"slaskie"	"41-214"	"Wielowies"	"ul. 9 Maja"	69
"LuDr4951"	"Lutomir"	"Drogis"	321	"321-364-39-24"	"warminsko-mazurskie"	"26-332"	"Lublin"	"Pl. Mlynarskiego Emila"	14
"LuGl7407"	"Lubomierz"	"Glegol"	429	"429-933-72-71"	"slaskie"	"64-120"	"Czestochowa"	"ul. 3 Maja"	110
"LuKa6624"	"Ludwika"	"Kapatka"	394	"394-994-26-46"	"mazowieckie"	"06-520"	"Witki"	"ul. Astrow"	122
"LuKi4311"	"Luba"	"Kierzek"	291	"291-444-41-40"	"podlaskie"	"98-235"	"Rzeszow"	"ul. Bardzka"	10
"LuKl6260"	"Lutogniew"	"Klejonocki"	378	"378-248-36-51"	"wielkopolskie"	"04-882"	"Borowy Mlyn"	"Pl. Drzewny"	146
"LuKo13726"	"Lucja"	"Kozybski"	719	"719-726-53-94"	"malopolskie"	"88-100"	"Szymanki"	"ul. 700 Lecia"	11
"LuNi15920"	"Luba"	"Nierenberg"	816	"816-293-36-54"	"slaskie"	"85-809"	"Leszczanka"	"ul. 1 Maja"	103
"LuPa9999"	"Lubosza"	"Palgon"	548	"548-287-84-84"	"slaskie"	"78-450"	"Warszawa"	"ul. 3 Maja"	83
"LuPo6335"	"Ludoslaw"	"Podgrodka"	382	"382-189-17-34"	"lodzkie"	"59-820"	"Dzierzazno Wielkie"	"Al. Jana Pawla II"	138
"LuRy14284"	"Lubogost"	"Ryconiak"	744	"744-587-54-49"	"lubelskie"	"98-290"	"Straszydle"	"ul. 11 Listopada"	59
"LuSp14211"	"Lucjusz"	"Spiegla"	739	"739-911-78-40"	"dolnoslaskie"	"44-274"	"lowiska"	"Pl. Drzymaly Michala"	63
"LuSu18075"	"Ludoslaw"	"Suryga"	913	"913-828-99-80"	"opolskie"	"42-400"	"Gdynia"	"Pl. Pokoju"	7
"LuSz843"	"Lutomir"	"Szymczok"	137	"137-897-86-86"	"wielkopolskie"	"37-700"	"Krakow"	"Os. Zamkowe"	116
"lut-30"	"Lubomila"	"Tyrkiew"	399	"399-495-59-56"	"dolnoslaskie"	"64-050"	"Ostroleka"	"ul. Bandtkiego Jerzego Samuela"	54
"LuWi2027"	"Lutomysl"	"Wierychlo"	189	"189-777-52-72"	"swietokrzyskie"	"19-200"	"Wroclaw"	"ul. Ballestremow"	55
"LuZe9746"	"Ludomir"	"Zemblik"	537	"537-228-78-65"	"lubelskie"	"71-377"	"Bialaczow"	"ul. Ametystowa"	11
"MaAs19416"	"Manfreda"	"Asadzka"	974	"974-598-58-26"	"kujawsko-pomorskie"	"74-202"	"Jastrzebie-Zdroj"	"Rondo Jana Pawla II"	123
"MaBa7973"	"Maksym"	"Bames"	456	"456-782-68-29"	"lodzkie"	"89-502"	"Krakow"	"Al. swietej Barbary"	87
"MaBi18719"	"Maksymilian"	"Biczan"	943	"943-134-31-23"	"lodzkie"	"61-324"	"Wegleszyn-Debina"	"Os. Rusnaki"	86
"MaBi3471"	"Makary"	"Bizynowicz"	253	"253-661-23-45"	"mazowieckie"	"07-303"	"Dabrowa Gornicza"	"ul. Andersa Wladyslawa"	41
"MaBo297"	"Manfreda"	"Boguslawski vel Dobrosla"	114	"114-349-67-310"	"podlaskie"	"41-200"	"Rybnik"	"Al. Politechniki"	46
"MaBu1796"	"Marcjanna"	"Burlaczenko"	179	"179-561-28-36"	"wielkopolskie"	"63-910"	"Rzuchow"	"ul. 1 Maja"	152
"MaCh16216"	"Maura"	"Chuda"	828	"828-391-23-49"	"pomorskie"	"70-881"	"Olsztyn"	"Al. Jana Pawla II"	78
"MaCh7119"	"Maslaw"	"Chwila"	416	"416-839-14-65"	"mazowieckie"	"26-004"	"Hermanowa"	"Os. Batorego Stefana"	19
"MaCi18646"	"Marlena"	"Ciemniak"	938	"938-956-94-41"	"mazowieckie"	"00-176"	"Warszawa"	"Rynek Rynek"	74
"MaCu1119"	"Marzanna"	"Curzydlo"	151	"151-933-83-26"	"slaskie"	"96-230"	"Wrzesiny"	"Al. Na Skarpie"	69
"MaDa5534"	"Malina"	"Darlej"	346	"346-727-61-97"	"dolnoslaskie"	"62-025"	"Potoczyzna"	"ul. Bachmacka"	119
"MaDe6679"	"Manfreda"	"Dewil"	397	"397-674-59-70"	"lodzkie"	"06-460"	"Stary Sacz"	"Os. Nowe Osiedle"	36
"MaDi12388"	"Martyn"	"Diela"	656	"656-728-46-31"	"podlaskie"	"66-010"	"Chojna"	"Os. Lecha"	34
"MaGa13269"	"Madlena"	"Gaschk"	697	"697-643-15-49"	"zachodniopomorskie"	"43-196"	"Gdynia"	"ul. Baczynskiego Krzysztofa"	146
"MaGi16122"	"Marta"	"Giecoszek"	824	"824-474-14-64"	"warminsko-mazurskie"	"66-633"	"Warszawa"	"ul. Baczynskiego Krzysztofa Kamila"	125
"MaGi17245"	"Marceli"	"Giewa"	874	"874-761-88-76"	"opolskie"	"80-178"	"slaskowo"	"ul. Armii Ludowej"	86
"MaGr7582"	"Maja"	"Gryggiel"	438	"438-489-83-18"	"slaskie"	"00-498"	"Pierzchno"	"Rondo Czyzynskie"	19
"MaJe13070"	"Matylda"	"Jek"	687	"687-622-81-45"	"zachodniopomorskie"	"95-045"	"Duczymin"	"Pl. Wolnosci"	109
"MaJe2069"	"Marcelina"	"Jerzynek"	192	"192-311-96-63"	"swietokrzyskie"	"43-346"	"lodz"	"ul. 1 Maja"	109
"MaJu17420"	"Maslaw"	"Junas"	882	"882-815-54-90"	"lubelskie"	"17-315"	"Namyslow"	"Osada Rybacka"	149
"MaJu18022"	"Magdalena"	"Juzwikiewicz"	911	"911-631-11-110"	"opolskie"	"26-806"	"Pieckowo"	"Os. Oswiecenia"	2
"MaKa16280"	"Manfred"	"Kannewiszer"	832	"832-236-82-30"	"wielkopolskie"	"59-220"	"Lublin"	"Pl. Narutowicza Gabriela"	36
"MaKa4236"	"Marita"	"Kamios"	287	"287-569-89-61"	"kujawsko-pomorskie"	"41-902"	"Nowa Rokitnica"	"Pl. Olimpijczyka Nowary Henryka"	87
"MaKl14103"	"Marika"	"Klepkowski"	736	"736-183-48-65"	"lodzkie"	"02-828"	"Korlino"	"Al. Wojska Polskiego"	124
"MaKo12112"	"Marta"	"Kobycz"	644	"644-772-17-67"	"dolnoslaskie"	"78-600"	"Krakow"	"ul. Asnyka Adama"	20
"MaKo14464"	"Maryla"	"Kopanajko"	753	"753-166-61-32"	"slaskie"	"32-400"	"Zdzieszowice"	"ul. Adwentowicza Karola"	39
"MaKo6250"	"Matron"	"Kokocki"	377	"377-699-12-13"	"slaskie"	"35-330"	"Mostowka"	"Os. Skalne"	86
"MaKr16659"	"Maria"	"Kreglowska"	848	"848-813-24-54"	"kujawsko-pomorskie"	"60-688"	"Samuszyn"	"ul. 1 Maja"	155
"MaKu19821"	"Martyna"	"Kuklik"	993	"993-288-89-65"	"wielkopolskie"	"09-400"	"swidnica"	"Al. Cieplinskiego lukasza"	61
"MaOp6277"	"Marlena"	"Opania"	378	"378-787-77-36"	"mazowieckie"	"96-330"	"Gdansk"	"Al. Pilsudskiego Jozefa (Marszalka Jozefa Pilsudskiego)"	52
"MaOs1226"	"Mansfet"	"Oswaldowski"	156	"156-135-84-49"	"malopolskie"	"64-130"	"Wegleniec"	"ul. Abrahama"	32
"MaPi11278"	"Mauryn"	"Piestrycowska"	606	"606-953-45-20"	"lodzkie"	"44-102"	"Chlapowo"	"Pl. Zdanowskiego Stanislawa"	77
"MaPr14522"	"Malwin"	"Pruschko"	755	"755-423-35-510"	"kujawsko-pomorskie"	"09-450"	"Warszawa"	"Pl. Wilsona Thomasa Woodrowa (Prezydenta Thomasa Woodrowa Wilsona)"	6
"MaPr18860"	"Magnus"	"Praczyk"	948	"948-612-79-17"	"lodzkie"	"97-371"	"Bydgoszcz"	"ul. Aleksandrowska"	11
"MaPr3061"	"Manswet"	"Prelowski"	235	"235-255-29-69"	"mazowieckie"	"05-120"	"Anetow"	"ul. Armii Krajowej"	72
"MaPr6850"	"Marianna"	"Pronko"	405	"405-262-82-38"	"lodzkie"	"97-505"	"Jozefow"	"Pl. Przymierza"	125
"MaRe11295"	"Martynian"	"Rekiel"	607	"607-658-92-32"	"warminsko-mazurskie"	"10-511"	"Wierzeja"	"Al. Niepodleglosci"	120
"MaRy1312"	"Marcin"	"Rychterski"	159	"159-359-89-75"	"slaskie"	"74-404"	"Oswiecim"	"ul. 1 Maja"	51
"MaSc7882"	"Maura"	"Schmelzer"	453	"453-866-73-710"	"mazowieckie"	"96-500"	"Kamieniec"	"ul. 1 Maja"	83
"MaSo11952"	"Marcelin"	"Soltasinski"	637	"637-552-84-68"	"wielkopolskie"	"78-200"	"Gdynia"	"Al. Solidarnosci"	115
"MaSt11980"	"Martynian"	"Stefanczuk"	638	"638-637-37-56"	"lubuskie"	"80-172"	"Krakow"	"ul. 29 Stycznia"	129
"MaSw1716"	"Marcela"	"Swiazdek"	176	"176-937-83-21"	"slaskie"	"19-500"	"Bialystok"	"Al. Wolnosci"	35
"MaSw18940"	"Marceli"	"Swierzowski"	952	"952-663-63-88"	"pomorskie"	"64-920"	"Gdansk"	"Al. Szajnowicza-Iwanowa Jerzego"	80
"MaSz11249"	"Marzena"	"Szpular"	605	"605-991-48-82"	"wielkopolskie"	"06-420"	"Boryszew"	"ul. 11 Listopada"	50
"MaSz15852"	"Magda"	"Szafranalis"	812	"812-895-59-23"	"podkarpackie"	"76-024"	"Zbaszyn"	"Pl. Jagiellonski"	110
"MaSz2931"	"Marzena"	"Sztapkowska"	229	"229-715-44-82"	"dolnoslaskie"	"30-394"	"Dobra"	"Os. Zwyciestwa"	125
"MaSz5365"	"Materna"	"Szwaboczynski"	339	"339-282-79-50"	"podlaskie"	"58-300"	"Warszawa"	"ul. 1 Maja"	118
"MaSz6178"	"Marietta"	"Szaminos"	374	"374-795-24-23"	"swietokrzyskie"	"42-100"	"Cieladz"	"ul. 1000-Lecia"	1
"MaSz7279"	"Marta"	"Szczudzik"	424	"424-487-37-61"	"kujawsko-pomorskie"	"39-231"	"lysa Gora"	"ul. Andersa Wladyslawa (Generala Wladyslawa Andersa)"	103
"MaTa18245"	"Mamert"	"Tanenbaum"	922	"922-346-97-44"	"dolnoslaskie"	"38-103"	"Debica"	"ul. 1 Dywizji"	102
"MaTa19823"	"Maryla"	"Taborowski"	993	"993-373-15-36"	"lubelskie"	"20-828"	"Osina"	"Os. Kosmonautow"	52
"MaTe19143"	"Marietta"	"Teider"	962	"962-464-93-34"	"zachodniopomorskie"	"28-313"	"Rusocin"	"Pl. Zgody"	88
"MaTu7751"	"Manuela"	"Turzanski"	447	"447-224-34-27"	"zachodniopomorskie"	"21-550"	"Gdansk"	"Al. Parkowa"	90
"MaUz18238"	"Machabeusz"	"Uzyczyn"	922	"922-133-38-39"	"mazowieckie"	"99-200"	"lomianki"	"ul. Astronomow"	52
"MaVo17264"	"Maksymin"	"Volkman"	875	"875-638-57-62"	"mazowieckie"	"11-410"	"Mielno"	"ul. Antoniny"	95
"MaWa10878"	"Malgorzata"	"Wadega"	589	"589-411-89-37"	"lubuskie"	"97-505"	"Jakubka"	"ul. 3 Maja"	24
"MaWi12603"	"Marzanna"	"Wiedermeier"	666	"666-784-14-10"	"lubelskie"	"11-100"	"Rzeszow"	"Pl. Gedymina"	88
"MaWt44"	"Marita"	"Wturski"	102	"102-838-87-28"	"swietokrzyskie"	"36-245"	"Chrzypsko Male"	"Al. Prymasa Tysiaclecia"	86
"MaZa8513"	"Maryna"	"Zawaliuch"	482	"482-928-56-72"	"mazowieckie"	"83-212"	"Strekowizna"	"ul. Asnyka Adama"	7
"MaZa9182"	"Maria"	"Zajman"	512	"512-482-33-76"	"lodzkie"	"70-440"	"Ruda slaska"	"Bulw. Czerwienski"	72
